tos1a
openloop
20
50
2016-03-30 06:26:19
"c_fan","c_led","c_lamp","t_sim","s_rate"
30,50,0,20,50
"temp_chip","f_temp_int","d_temp_int","f_temp_ext","d_temp_ext","f_light_int_lin","d_light_int_lin","f_light_int_log","d_light_int_log","I_bulb","V_bulb","I_fan","V_fan","f_rpm","d_rmp"
===
24.69,25.17,0.0000,24.71,0.0000,0.00,0.0000,0.03,0.0000,-0.01,0.00,0.00,0.0000,0.00,1.0842
24.69,25.23,-1.2645,24.74,-0.3155,0.00,0.0000,0.02,0.3713,-0.04,0.00,0.04,3.7399,485.89,5774.4977
24.69,25.19,-0.5680,24.73,-0.2188,0.00,0.0000,0.04,0.0475,-0.04,0.00,0.04,3.7788,801.19,4079.8079
24.75,25.17,-0.3703,24.73,-0.2515,0.00,0.0000,0.04,-0.0201,-0.04,0.00,0.04,3.7538,984.74,2051.9214
24.75,25.16,-0.0883,24.72,0.3085,0.00,0.0000,0.04,-0.1466,-0.04,0.00,0.04,3.7641,1079.06,1103.9735
24.75,25.16,-0.5221,24.73,-0.0870,0.00,0.0000,0.04,0.1138,-0.04,0.00,0.04,3.7868,1328.09,3313.8420
24.69,25.16,0.1719,24.72,0.1779,0.00,0.0000,0.04,-0.0983,-0.04,0.00,0.04,3.7839,1465.95,1322.7131
24.69,25.16,-0.1711,24.72,-0.0781,0.00,0.0000,0.04,0.0855,-0.04,0.00,0.04,3.7832,1540.38,1656.6046
24.69,25.15,-0.1889,24.72,-0.1759,0.00,0.0000,0.04,-0.1123,-0.03,0.00,0.04,3.7971,1615.64,899.8256
24.69,25.15,-0.2450,24.73,-0.2151,0.00,0.0000,0.05,0.1135,-0.05,0.00,0.04,3.7773,1700.94,1192.9997
24.69,25.14,-0.1340,24.72,-0.4115,0.00,0.0000,0.05,-0.1720,-0.05,0.00,0.04,3.7810,1775.17,1333.6979
24.69,25.13,-0.2290,24.72,-0.0788,0.00,0.0000,0.05,0.3470,-0.04,0.00,0.04,3.8007,1840.42,1485.3258
24.75,25.13,-0.3990,24.72,-0.3938,0.00,0.0000,0.05,-0.1258,-0.04,0.00,0.04,3.7817,1909.50,791.6758
24.75,25.13,0.2000,24.72,0.1084,0.00,0.0000,0.05,-0.0216,-0.05,0.00,0.04,3.7707,1976.39,983.2354
24.75,25.12,0.0366,24.71,-0.2461,0.00,0.0000,0.05,0.0436,-0.04,0.00,0.04,3.7531,2035.06,1131.9712
24.69,25.12,0.1399,24.71,0.1276,0.00,0.0000,0.05,-0.0463,-0.04,0.00,0.04,3.8066,2089.85,1250.1934
24.69,25.11,0.1658,24.71,0.2791,0.00,0.0000,0.05,-0.0385,-0.04,0.00,0.04,3.7978,2148.26,663.3432
24.69,25.10,0.1827,24.71,0.3543,0.00,0.0000,0.04,-0.0935,-0.03,0.00,0.04,3.8051,2203.12,794.5175
24.69,25.10,-0.4222,24.71,-0.5442,0.00,0.0000,0.04,0.1444,-0.04,0.00,0.04,3.8088,2250.21,827.4164
24.69,25.09,0.0072,24.70,-0.2314,0.00,0.0000,0.04,-0.1273,-0.03,0.00,0.04,3.8095,2291.05,938.0562
24.69,25.08,-0.1314,24.70,-0.0923,0.00,0.0000,0.04,0.0476,-0.03,0.00,0.04,3.8022,2334.46,502.0933
24.69,25.08,0.0822,24.70,0.1633,0.00,0.0000,0.04,0.0327,-0.03,0.00,0.04,3.7399,2373.80,529.9049
24.69,25.07,-0.0888,24.70,0.0532,0.00,0.0000,0.04,-0.0798,-0.03,0.00,0.04,3.8198,2412.32,696.0366
24.69,25.07,-0.0893,24.70,-0.2040,0.00,0.0000,0.04,-0.1172,-0.04,0.00,0.04,3.8059,2447.05,650.0843
24.75,25.06,-0.0661,24.70,0.0666,0.00,0.0000,0.04,-0.0998,-0.04,0.00,0.04,3.7619,2477.30,346.3343
24.75,25.05,-0.2015,24.70,0.2300,0.00,0.0000,0.05,-0.1295,-0.03,0.00,0.04,3.8110,2512.86,480.0912
24.75,25.05,0.1186,24.70,-0.1006,0.00,0.0000,0.05,0.2298,-0.04,0.00,0.04,3.8154,2540.84,411.2105
24.75,25.04,0.0304,24.69,0.0982,0.00,0.0000,0.05,0.1528,-0.04,0.00,0.04,3.8198,2565.96,583.1429
24.75,25.04,-0.5539,24.69,-0.0170,0.00,0.0000,0.05,-0.0442,-0.04,0.00,0.04,3.7802,2593.80,303.3263
24.75,25.03,-0.4271,24.69,-0.2150,0.00,0.0000,0.05,-0.0524,-0.03,0.00,0.04,3.7773,2617.77,293.3988
24.75,25.02,-0.0315,24.69,-0.0305,0.00,0.0000,0.04,0.1881,-0.04,0.00,0.04,3.7663,2636.93,304.2425
24.75,25.02,-0.1603,24.68,-0.0039,0.00,0.0000,0.04,0.0871,-0.03,0.00,0.04,3.8161,2655.89,476.5141
24.75,25.01,-0.0444,24.68,0.1310,0.00,0.0000,0.04,-0.0173,-0.03,0.00,0.03,3.7912,2677.95,254.9225
24.75,25.00,0.3364,24.68,0.3115,0.00,0.0000,0.04,-0.0867,-0.03,0.00,0.04,3.8286,2697.78,230.4636
24.75,25.00,0.1967,24.68,0.0676,0.00,0.0000,0.04,0.0037,-0.03,0.00,0.04,3.8264,2715.50,256.9519
24.75,24.99,0.2282,24.68,0.1008,0.00,0.0000,0.04,0.0059,-0.04,0.00,0.04,3.8051,2729.80,234.5482
24.75,24.98,-0.5053,24.68,-0.1164,0.00,0.0000,0.04,0.0942,-0.03,0.00,0.03,3.8095,2741.95,399.7445
24.75,24.98,-0.2577,24.68,0.2955,0.00,0.0000,0.04,0.1107,-0.03,0.00,0.03,3.8147,2761.98,198.3702
24.75,24.97,-0.1186,24.67,-0.1332,0.00,0.0000,0.04,-0.0674,-0.03,0.00,0.04,3.8315,2776.25,170.6118
24.69,24.96,-0.3337,24.67,0.1568,0.00,0.0000,0.04,0.2062,-0.03,0.00,0.04,3.8322,2788.67,178.8325
24.69,24.96,-0.3412,24.67,0.3230,0.00,0.0000,0.04,0.0246,-0.03,0.00,0.04,3.7839,2798.96,212.1295
24.69,24.95,0.0293,24.67,-0.1634,0.00,0.0000,0.04,-0.2943,-0.04,0.00,0.04,3.8190,2809.94,223.6824
24.75,24.95,0.0183,24.67,-0.1166,0.00,0.0000,0.04,0.1768,-0.04,0.00,0.04,3.8147,2820.34,119.1046
24.75,24.94,-0.2207,24.66,-0.0693,0.00,0.0000,0.04,0.1852,-0.04,0.00,0.04,3.7700,2830.29,147.0137
24.75,24.93,-0.7358,24.66,0.0581,0.00,0.0000,0.05,0.0734,-0.04,0.00,0.04,3.8139,2839.07,148.5431
24.75,24.93,0.1158,24.66,-0.0557,0.00,0.0000,0.05,-0.0510,-0.03,0.00,0.03,3.7575,2846.61,163.3665
24.75,24.92,-0.1566,24.66,-0.0275,0.00,0.0000,0.05,-0.0474,-0.04,0.00,0.04,3.8271,2854.53,83.7620
24.75,24.92,0.1105,24.66,-0.0009,0.00,0.0000,0.05,0.0620,-0.03,0.00,0.04,3.7853,2862.59,101.2638
24.75,24.91,-0.5983,24.66,-0.5761,0.00,0.0000,0.05,-0.1286,-0.03,0.00,0.03,3.8022,2869.73,105.7979
24.75,24.90,-0.2447,24.65,0.2476,0.00,0.0000,0.04,0.3264,-0.03,0.00,0.04,3.8366,2875.94,109.8803
24.75,24.90,-0.3928,24.65,-0.1099,0.00,0.0000,0.04,0.0555,-0.03,0.00,0.03,3.7568,2881.14,57.6653
24.75,24.89,0.5903,24.65,0.1705,0.00,0.0000,0.04,0.0181,-0.03,0.00,0.04,3.8293,2887.12,64.6243
24.75,24.89,-0.1498,24.65,-0.0579,0.00,0.0000,0.04,-0.0937,-0.04,0.00,0.04,3.7788,2892.97,80.0612
24.75,24.88,-0.3002,24.65,-0.0226,0.00,0.0000,0.05,0.0737,-0.03,0.00,0.03,3.8051,2897.77,69.1659
24.75,24.87,0.2343,24.64,-0.0310,0.00,0.0000,0.04,0.0130,-0.04,0.00,0.04,3.8293,2901.95,96.9837
24.75,24.87,-0.1184,24.64,-0.0252,0.00,0.0000,0.04,-0.0752,-0.03,0.00,0.04,3.8110,2906.58,50.4615
24.75,24.86,0.2310,24.64,0.0979,0.00,0.0000,0.04,0.0164,-0.04,0.00,0.04,3.7890,2910.89,47.3116
24.69,24.86,-0.4276,24.64,-0.2378,0.00,0.0000,0.04,-0.0168,-0.03,0.00,0.03,3.8000,2914.73,52.5683
24.69,24.85,0.0246,24.64,0.0219,0.00,0.0000,0.05,-0.1202,-0.03,0.00,0.03,3.8132,2918.09,50.9140
24.69,24.85,0.2057,24.64,0.2677,0.00,0.0000,0.05,-0.1265,-0.03,0.00,0.04,3.8249,2921.08,67.8485
