tos1a
openloop


2016-03-25 18:40:16
"c_fan","c_led","c_lamp","t_sim","s_rate"
20,0,50,30,50
"temp_chip","f_temp_int","d_temp_int","f_temp_ext","d_temp_ext","f_light_int_lin","d_light_int_lin","f_light_int_log","d_light_int_log","I_bulb","V_bulb","I_fan","V_fan","f_rpm","d_rmp"
===
28.75,31.97,0.0000,26.81,0.0000,0.00,0.0000,8.90,0.0000,0.01,0.00,0.00,0.0000,0.03,57.7080
28.75,32.09,-0.3387,27.02,-2.2176,24.65,3.2250,56.23,414.9697,0.50,5.78,0.08,7.6842,587.41,7090.2299
28.75,32.08,-0.7462,26.90,-1.7288,24.80,1.5879,71.05,115.2182,0.49,5.78,0.07,6.1634,1113.62,7337.5606
28.75,32.08,0.0026,26.87,1.1187,24.89,1.0652,75.17,32.5228,0.49,5.78,0.05,5.3692,1525.71,6520.9016
28.75,32.10,1.9374,26.85,0.4182,24.94,1.1635,76.41,7.6967,0.49,5.79,0.05,4.8637,1886.38,4904.3918
28.75,32.12,1.9232,26.85,0.7501,24.96,0.7799,76.68,2.6576,0.49,5.78,0.04,4.6300,2110.97,2646.0668
28.75,32.14,-0.3299,26.84,0.1709,24.98,0.1992,76.76,0.8642,0.49,5.79,0.04,4.4842,2289.36,2165.2627
28.75,32.16,-0.3834,26.83,-1.3592,24.99,-0.5562,76.79,-0.2127,0.49,5.79,0.04,4.3883,2437.55,1815.5152
28.75,32.18,0.3011,26.83,0.4513,25.00,-0.2235,76.79,0.3337,0.49,5.78,0.04,4.3458,2537.50,1557.4715
28.75,32.20,2.1372,26.82,0.9582,25.00,0.5240,76.80,-0.5898,0.49,5.79,0.05,4.3048,2613.82,1438.8531
28.75,32.21,1.2505,26.81,1.3300,25.01,0.2500,76.80,-0.3247,0.49,5.79,0.05,4.2952,2681.24,760.5785
28.75,32.23,0.3244,26.81,-0.4001,25.01,-0.4709,76.80,-0.1902,0.49,5.78,0.03,4.2923,2749.25,764.6508
28.75,32.24,0.2224,26.81,0.6405,25.02,0.4837,76.80,0.5456,0.49,5.79,0.04,4.2894,2803.71,784.9932
