tos1a
openloop


2016-03-25 18:42:08
"c_fan","c_led","c_lamp","t_sim","s_rate"
20,0,50,30,50
"temp_chip","f_temp_int","d_temp_int","f_temp_ext","d_temp_ext","f_light_int_lin","d_light_int_lin","f_light_int_log","d_light_int_log","I_bulb","V_bulb","I_fan","V_fan","f_rpm","d_rmp"
===
28.94,33.13,0.0000,26.76,0.0000,0.00,0.0000,10.02,0.0000,0.02,0.00,0.00,0.0000,0.02,42.9447
28.94,33.12,-0.0337,26.75,-1.3222,24.82,2.8769,57.20,389.8559,0.49,5.78,0.08,7.5619,606.16,6818.9961
28.94,33.16,0.1443,26.76,-0.3766,24.97,1.9927,71.25,107.2655,0.49,5.78,0.06,6.0864,1140.72,7019.8262
28.94,33.19,1.4932,26.77,1.6275,25.06,1.5531,75.11,29.5099,0.50,5.79,0.05,5.3048,1559.14,6161.3542
28.94,33.20,0.2273,26.77,1.0070,25.10,0.9988,76.16,8.4567,0.49,5.78,0.05,4.8901,1873.59,4979.4382
28.94,33.22,0.0386,26.76,-1.1817,25.13,-0.2325,76.47,1.7150,0.49,5.79,0.04,4.6103,2122.80,2471.5962
28.94,33.24,0.6155,26.76,0.4231,25.14,-0.0426,76.54,0.4385,0.50,5.79,0.04,4.4681,2307.86,2109.9474
28.94,33.26,0.2722,26.75,0.8292,25.15,-0.0725,76.56,-0.4565,0.49,5.79,0.04,4.3919,2441.92,1654.4844
28.94,33.27,0.1575,26.75,-0.9796,25.16,0.1234,76.57,0.6048,0.49,5.79,0.04,4.3414,2543.12,1589.3560
28.94,33.28,-0.1279,26.75,-0.1254,25.16,0.0391,76.57,0.2605,0.49,5.77,0.04,4.3128,2623.57,1454.0574
28.94,33.29,-0.1191,26.74,-0.9213,25.16,-0.0281,76.57,0.0605,0.50,5.79,0.04,4.3026,2690.98,776.1842
28.94,33.30,0.8665,26.73,0.2903,25.16,0.7547,76.57,-0.2111,0.48,5.79,0.03,4.2960,2755.20,758.3566
28.94,33.31,0.7035,26.73,1.5044,25.17,0.4231,76.56,0.9428,0.49,5.79,0.04,4.2821,2807.99,804.0052
28.94,33.31,0.1384,26.71,-0.1900,25.17,0.0267,76.57,-0.5938,0.49,5.79,0.03,4.2828,2858.16,829.6171
28.94,33.33,-0.9706,26.71,-0.8358,25.17,-0.1548,76.56,0.1661,0.50,5.79,0.03,4.2813,2901.17,858.3671
28.94,33.33,0.5943,26.71,-0.0501,25.18,0.3292,76.57,0.2791,0.49,5.79,0.04,4.2740,2941.00,457.9424
28.94,33.34,-0.1687,26.71,-0.1705,25.18,-0.1168,76.57,0.5288,0.49,5.79,0.04,4.2762,2979.21,509.5598
28.94,33.34,-0.2514,26.69,0.0938,25.19,-0.1761,76.57,0.3148,0.50,5.79,0.04,4.2821,3012.33,528.6132
28.94,33.34,0.3248,26.69,0.8274,25.19,0.5150,76.57,0.6203,0.49,5.79,0.03,4.2769,3043.09,718.8157
28.94,33.34,1.0795,26.69,-0.0572,25.19,-0.4469,76.57,-0.4383,0.50,5.79,0.04,4.2645,3076.83,379.5920
28.94,33.35,1.1763,26.68,0.1967,25.19,0.6353,76.57,-0.1893,0.50,5.79,0.03,4.2850,3106.22,342.8470
28.94,33.36,-1.8467,26.67,-1.2446,25.19,0.1517,76.57,0.0755,0.49,5.79,0.05,4.2601,3137.91,333.2376
28.94,33.36,-0.2230,26.67,-0.2130,25.19,-0.2257,76.57,0.2923,0.49,5.79,0.04,4.2762,3162.84,380.1132
28.94,33.35,1.0469,26.66,1.1687,25.19,0.2371,76.57,0.0660,0.49,5.79,0.03,4.2777,3184.02,415.3997
