tos1a
openloop


2016-03-25 18:39:47
"c_fan","c_led","c_lamp","t_sim","s_rate"
20,0,50,30,50
"temp_chip","f_temp_int","d_temp_int","f_temp_ext","d_temp_ext","f_light_int_lin","d_light_int_lin","f_light_int_log","d_light_int_log","I_bulb","V_bulb","I_fan","V_fan","f_rpm","d_rmp"
===
28.75,31.70,0.0000,27.20,0.0000,0.00,0.0000,10.40,0.0000,0.01,0.00,0.00,0.0000,0.01,16.8087
28.75,31.86,-0.3696,27.39,-2.7367,24.58,2.8169,56.60,407.0479,0.50,5.78,0.08,7.6403,591.88,7045.6963
28.75,31.82,-0.6850,27.29,-1.3130,24.72,1.6835,71.41,109.6892,0.50,5.78,0.06,6.1011,1136.84,7111.9475
28.81,31.83,-0.7062,27.26,-0.0023,24.82,0.5920,75.34,29.5500,0.49,5.78,0.05,5.3209,1557.42,6205.7797
28.81,31.83,-0.8204,27.24,-0.7766,24.86,0.8201,76.41,8.2238,0.50,5.78,0.05,4.8681,1873.58,5043.7577
28.81,31.85,-0.2958,27.23,0.1463,24.89,0.4757,76.71,1.5405,0.49,5.78,0.04,4.6183,2114.17,2623.6934
28.75,31.87,0.6489,27.23,-0.0578,24.91,0.0624,76.79,0.8387,0.49,5.78,0.04,4.4806,2298.36,2087.0651
28.75,31.90,0.2240,27.22,0.2634,24.92,0.5208,76.82,1.2494,0.49,5.78,0.04,4.3934,2438.46,1821.4386
28.75,31.91,0.6148,27.22,1.4484,24.92,0.1733,76.83,0.6206,0.50,5.79,0.04,4.3509,2542.01,1524.4189
28.81,31.93,0.4998,27.21,-0.1598,24.93,0.2248,76.83,-0.8211,0.49,5.79,0.04,4.3238,2619.49,1391.0437
28.81,31.95,0.2076,27.20,-0.5185,24.93,0.0168,76.83,0.3419,0.49,5.79,0.05,4.2945,2685.85,723.4315
28.81,31.97,0.2703,27.19,-0.4029,24.93,0.3164,76.83,0.2993,0.50,5.79,0.03,4.2952,2749.53,768.2406
28.75,31.98,0.5459,27.19,0.6632,24.94,-0.3864,76.83,-1.0286,0.49,5.78,0.03,4.2945,2804.72,779.0139
28.75,31.98,-0.7288,27.18,-0.5232,24.94,0.5336,76.82,0.1210,0.49,5.79,0.04,4.2777,2851.07,824.4006
28.75,31.99,1.2861,27.18,0.1870,24.93,0.3201,76.83,-0.1632,0.50,5.78,0.04,4.2872,2891.37,869.6185
28.75,32.00,-0.4268,27.17,0.4269,24.94,0.0285,76.83,-0.3718,0.49,5.79,0.03,4.2842,2931.70,464.1033
28.75,32.01,-0.9806,27.17,-1.4708,24.95,0.0379,76.83,0.0275,0.50,5.79,0.05,4.2821,2973.64,537.6046
28.75,32.01,-0.3657,27.16,-0.4483,24.95,-0.1507,76.83,-0.3315,0.49,5.78,0.04,4.2755,3007.35,517.3431
28.75,32.02,0.7351,27.15,0.7036,24.95,0.8545,76.83,0.5954,0.49,5.78,0.03,4.2821,3035.80,592.9490
28.75,32.02,-1.1560,27.14,-1.7681,24.95,-0.0872,76.83,-0.1126,0.49,5.78,0.04,4.2755,3063.62,313.1540
28.75,32.03,-0.3645,27.14,0.7934,24.96,0.5040,76.83,0.2557,0.49,5.79,0.04,4.2740,3090.26,318.1374
28.75,32.03,1.5425,27.13,1.1378,24.96,-0.0848,76.83,-0.2890,0.51,5.79,0.03,4.2813,3118.70,443.9727
28.75,32.03,-0.4078,27.12,-0.7720,24.96,-0.3915,76.83,0.0905,0.50,5.79,0.03,4.2740,3143.41,408.0708
28.75,32.04,0.2230,27.12,0.4539,24.96,0.4394,76.83,0.8675,0.50,5.79,0.04,4.2762,3162.66,407.1561
28.75,32.04,0.1060,27.12,-0.3714,24.97,0.1483,76.84,-0.1974,0.49,5.79,0.05,4.2601,3181.75,215.1239
28.75,32.04,-0.5819,27.11,-0.9686,24.97,-0.3742,76.84,0.2803,0.50,5.78,0.04,4.2747,3204.11,350.3598
28.75,32.03,-1.2336,27.10,-0.9970,24.97,-0.2070,76.84,0.2904,0.49,5.79,0.04,4.2667,3222.72,268.3542
28.75,32.03,-0.8012,27.09,-1.2402,24.96,-0.2463,76.83,0.2054,0.50,5.79,0.04,4.2740,3236.90,428.0435
28.75,32.03,-0.4430,27.09,-0.8315,24.97,0.0221,76.83,-0.1432,0.49,5.79,0.04,4.2703,3257.00,226.1168
28.75,32.03,0.7382,27.08,0.1755,24.97,0.4844,76.83,1.0499,0.50,5.79,0.04,4.2755,3270.64,163.5062
28.75,32.03,-0.2310,27.07,1.0383,24.97,0.4448,76.83,0.1258,0.49,5.79,0.04,4.2777,3285.78,282.6235
28.75,32.03,0.4899,27.06,1.0060,24.98,0.0138,76.83,0.8598,0.49,5.79,0.03,4.2777,3299.63,178.6619
28.75,32.03,0.6569,27.06,2.1976,24.98,1.0426,76.83,0.3583,0.49,5.79,0.04,4.2703,3308.11,93.4064
28.75,32.02,0.3215,27.05,1.1244,24.98,0.0240,76.83,-0.4365,0.50,5.79,0.04,4.2762,3323.61,186.5439
28.75,32.02,0.2570,27.04,-0.7122,24.98,0.1183,76.83,-0.1988,0.49,5.79,0.04,4.2212,3332.71,104.6211
28.75,32.02,1.3592,27.04,0.0300,24.98,0.2412,76.83,-0.2715,0.49,5.79,0.03,4.2769,3343.62,228.7844
28.75,32.02,-0.5487,27.04,-0.3686,24.99,0.3663,76.83,0.3664,0.50,5.79,0.04,4.2952,3354.19,103.5606
